Key,Value
0,5023.7690959807915
1,5027.6775341601815
2,5055.0366014159135
3,5058.9450395953045
4,5090.2125450304275
5,5113.663174106769
6,5129.2969268243305
7,5141.022241362501
8,5211.374128591527
9,5246.55007220604
10,5289.542892179333
11,5293.451330358723
12,5309.085083076285
13,5328.627273973236
14,5387.253846664091
15,5406.796037561042
16,5422.429790278604
17,5488.873239328239
18,5539.682935660313
19,5555.316688377874
20,5559.225126557264
21,5582.675755633607
22,5586.584193812997
23,5590.492631992387
24,5617.851699248119
25,5621.76013742751
26,5637.39389014507
27,5645.210766503851
28,5680.386710118365
29,5684.295148297755
30,5699.928901015316
31,5723.7525126063065
32,5723.4356501132015
33,5721.534475154573
34,5721.217612661468
35,5717.732125237313
36,5717.415262744208
37,5717.098400251103
38,5715.830950278683
39,5714.8803627993675
40,5714.563500306263
41,5712.662325347633
42,5709.176837923478
43,5695.23488822686
44,5694.918025733754
45,5693.016850775124
46,5692.69998828202
47,5679.708626064716
48,5677.807451106086
49,5677.490588612981
50,5672.1039262301965
51,5670.836476257777
52,5670.519613764672
53,5669.252163792252
54,5668.618438806042
55,5668.009369814593
56,5668.088126076106
57,5668.718176168211
58,5669.033201214264
59,5669.426982521831
60,5669.899520090909
61,5670.5295701830155
62,5670.608326444528
63,5671.159620275121
64,5671.238376536634
65,5671.474645321174
66,5672.577232982359
67,5673.049770551438
68,5673.286039335978
69,5673.522308120518
70,5673.758576905057
71,5673.994845689596
72,5674.467383258676
73,5675.333702135322
74,5675.963752227428
75,5676.830071104072
76,5677.460121196178
77,5678.168927549797
78,5678.405196334337
79,5679.114002687957
80,5679.6652965185485
81,5679.980321564602
82,5680.2165903491405
83,5680.374102872167
84,5680.767884179733
85,5681.082909225786
86,5673.292779783302
87,5669.716457037595
88,5664.351972919035
89,5641.105875071944
90,5628.588745461973
91,5626.800584089119
92,5625.012422716267
93,5591.037356632057
94,5582.096549767792
95,5573.155742903526
96,5569.579420157819
97,5567.791258784966
98,5566.003097412113
99,5564.2149360392605
100,5560.638613293554
101,5557.062290547848
102,5555.274129174994
103,5553.485967802142
104,5506.9937721079605
105,5498.052965243694
106,5410.433057973892
