Key,Value
0,11.88
1,4.516104921913147
2,0.0
3,0.0
4,11.823089405822754
5,11.88
6,11.88
7,0.0
8,11.88
9,11.88
10,11.88
11,11.87985493927002
12,11.88
13,11.88
14,11.88
15,0.5495883865356446
16,11.88
17,1.2013434173583986
18,11.88
19,11.88
20,11.88
21,11.88
22,11.88
23,11.88
24,11.88
25,11.88
26,11.301955389404297
27,4.27245035648346
28,11.88
29,11.88
30,0.0
31,0.0
32,11.88
33,11.88
34,11.88
35,11.88
36,11.88
37,11.88
38,11.88
39,11.88
40,11.88
41,0.0
42,11.655660086059571
43,10.406706214141845
44,0.0
45,0.0
46,11.88
47,11.88
48,11.88
49,3.8721643341064453
50,11.88
51,11.88
52,11.88
53,11.88
54,0.0
55,0.0
56,0.0
57,5.386548765563965
58,11.418290016174316
59,11.88
60,11.88
61,11.88
62,11.88
63,11.88
64,11.88
65,11.88
66,11.88
67,11.632307038879395
68,8.019438807678224
69,10.102710360717774
70,11.878772682952881
71,11.88
72,11.88
73,11.876921720123292
74,8.796355677795411
75,0.0
76,1.9631309944152833
77,9.650279683685303
78,4.226967155456543
79,11.88
80,4.770979544448853
81,1.1334028106689453
82,0.3190958576202393
83,0.05458672142028809
84,2.7823856815338135
85,0.0
86,0.0
87,4.2814330513000485
88,11.88
89,11.88
90,11.88
91,11.88
92,11.88
93,11.88
94,11.88
95,11.88
96,11.88
97,11.88
98,11.88
99,11.88
100,11.88
101,11.88
102,11.88
103,11.88
104,11.88
105,11.88
106,11.88
107,11.88
108,11.88
109,11.88
110,11.88
111,11.88
112,11.88
113,11.88
114,11.88
115,0.0
116,11.88
117,11.88
118,11.88
119,11.88
120,11.88
121,11.88
122,11.88
123,11.88
124,11.88
125,11.88
126,11.88
127,11.88
128,11.88
129,11.88
130,11.88
131,0.18273944091796876
132,10.43280569229126
133,11.88
134,11.88
135,11.88
136,11.88
137,11.88
138,11.88
139,0.0
140,0.0
141,0.0
142,6.496528104972839
143,11.88
144,4.221293005371094
145,0.0
146,11.87759705657959
147,11.87759705657959
148,11.87759705657959
149,11.88
150,11.88
151,11.88
152,11.88
153,11.88
154,11.88
155,11.88
156,11.88
157,0.0
158,0.0
159,0.0
160,11.88
161,11.88
162,11.413586521911622
163,0.0
164,0.0
